 Alabama,year: 2003,number of immigrants: 1182.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 546.0,number female: 636.0
 Alabama,year: 2004,number of immigrants: 734.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 309.0,number female: 425.0
 Alabama,year: 2005,number of immigrants: 795.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 347.0,number female: 448.0
 Alabama,year: 2006,number of immigrants: 1946.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 795.0,number female: 1151.0
 Alabama,year: 2007,number of immigrants: 1343.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 602.0,number female: 741.0
 Alabama,year: 2008,number of immigrants: 1982.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 869.0,number female: 1113.0
 Alabama,year: 2009,number of immigrants: 1775.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 824.0,number female: 951.0
 Alabama,year: 2010,number of immigrants: 2027.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 905.0,number female: 1122.0
 Alaska,year: 2003,number of immigrants: 745.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 300.0,number female: 445.0
 Alaska,year: 2004,number of immigrants: 777.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 337.0,number female: 440.0
 Alaska,year: 2005,number of immigrants: 951.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 430.0,number female: 521.0
 Alaska,year: 2006,number of immigrants: 831.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 322.0,number female: 509.0
 Alaska,year: 2007,number of immigrants: 849.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 340.0,number female: 509.0
 Alaska,year: 2008,number of immigrants: 1145.0,Occupation: Service occupations,Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 488.0,number female: 657.0
 Alaska,year: 2009,number of immigrants: 1100.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 460.0,number female: 640.0
 Alaska,year: 2010,number of immigrants: 831.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 347.0,number female: 484.0
 Arizona,year: 2003,number of immigrants: 7218.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 3143.0,number female: 4075.0
 Arizona,year: 2004,number of immigrants: 6500.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 2902.0,number female: 3598.0
 Arizona,year: 2005,number of immigrants: 6785.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 2895.0,number female: 3890.0
 Arizona,year: 2006,number of immigrants: 9707.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 4405.0,number female: 5302.0
 Arizona,year: 2007,number of immigrants: 12091.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 5530.0,number female: 6561.0
 Arizona,year: 2008,number of immigrants: 24055.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 10584.0,number female: 13471.0
 Arizona,year: 2009,number of immigrants: 12377.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 5875.0,number female: 6502.0
 Arizona,year: 2010,number of immigrants: 10340.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 4827.0,number female: 5513.0
 Arkansas,year: 2003,number of immigrants: 715.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 330.0,number female: 385.0
 Arkansas,year: 2004,number of immigrants: 823.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 388.0,number female: 435.0
 Arkansas,year: 2005,number of immigrants: 990.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 432.0,number female: 558.0
 Arkansas,year: 2006,number of immigrants: 1133.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 527.0,number female: 606.0
 Arkansas,year: 2007,number of immigrants: 1214.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 568.0,number female: 646.0
 Arkansas,year: 2008,number of immigrants: 2330.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1086.0,number female: 1244.0
 Arkansas,year: 2009,number of immigrants: 1648.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 821.0,number female: 827.0
 Arkansas,year: 2010,number of immigrants: 1275.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 586.0,number female: 689.0
 California,year: 2003,number of immigrants: 135599.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 60924.0,number female: 74675.0
 California,year: 2004,number of immigrants: 145594.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 65164.0,number female: 80430.0
 California,year: 2005,number of immigrants: 170489.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 74064.0,number female: 96425.0
 California,year: 2006,number of immigrants: 152836.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 68331.0,number female: 84505.0
 California,year: 2007,number of immigrants: 181684.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 80098.0,number female: 101586.0
 California,year: 2008,number of immigrants: 297909.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 128193.0,number female: 169714.0
 California,year: 2009,number of immigrants: 179754.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 83430.0,number female: 96324.0
 California,year: 2010,number of immigrants: 129354.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 59705.0,number female: 69647.0
 Colorado,year: 2003,number of immigrants: 4833.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 2248.0,number female: 2585.0
 Colorado,year: 2004,number of immigrants: 6007.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 2671.0,number female: 3336.0
 Colorado,year: 2005,number of immigrants: 5681.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 2586.0,number female: 3095.0
 Colorado,year: 2006,number of immigrants: 5526.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 2585.0,number female: 2941.0
 Colorado,year: 2007,number of immigrants: 7829.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 3550.0,number female: 4279.0
 Colorado,year: 2008,number of immigrants: 11972.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 5404.0,number female: 6568.0
 Colorado,year: 2009,number of immigrants: 6813.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 3166.0,number female: 3647.0
 Colorado,year: 2010,number of immigrants: 7165.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 3404.0,number female: 3761.0
 Connecticut,year: 2003,number of immigrants: 4284.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 1851.0,number female: 2433.0
 Connecticut,year: 2004,number of immigrants: 5957.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 2635.0,number female: 3322.0
 Connecticut,year: 2005,number of immigrants: 8169.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 3670.0,number female: 4499.0
 Connecticut,year: 2006,number of immigrants: 7231.0,Occupation: Students or children,Leading states of permanent residence: ?,Leading countries of birth: Jamaica,number male: 3214.0,number female: 4017.0
 Connecticut,year: 2007,number of immigrants: 4552.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 2015.0,number female: 2537.0
 Connecticut,year: 2008,number of immigrants: 9589.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Jamaica,number male: 4068.0,number female: 5521.0
 Connecticut,year: 2009,number of immigrants: 10421.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 4768.0,number female: 5653.0
 Connecticut,year: 2010,number of immigrants: 7452.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 3465.0,number female: 3987.0
 Delaware,year: 2003,number of immigrants: 707.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 352.0,number female: 355.0
 Delaware,year: 2004,number of immigrants: 982.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 472.0,number female: 510.0
 Delaware,year: 2005,number of immigrants: 945.0,Occupation: Executive and managerial,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 437.0,number female: 508.0
 Delaware,year: 2006,number of immigrants: 1187.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 528.0,number female: 659.0
 Delaware,year: 2007,number of immigrants: 1094.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 527.0,number female: 567.0
 Delaware,year: 2008,number of immigrants: 1425.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 660.0,number female: 765.0
 Delaware,year: 2009,number of immigrants: 1545.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 762.0,number female: 783.0
 Delaware,year: 2010,number of immigrants: 1829.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 892.0,number female: 937.0
 District of Columbia,year: 2003,number of immigrants: 852.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 382.0,number female: 470.0
 District of Columbia,year: 2004,number of immigrants: 882.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 420.0,number female: 462.0
 District of Columbia,year: 2005,number of immigrants: 939.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 386.0,number female: 553.0
 District of Columbia,year: 2006,number of immigrants: 1089.0,Occupation: Students or children,Leading states of permanent residence: ?,Leading countries of birth: Ethiopia,number male: 479.0,number female: 610.0
 District of Columbia,year: 2007,number of immigrants: 1334.0,Occupation: Students or children,Leading states of permanent residence: ?,Leading countries of birth: El Salvador,number male: 626.0,number female: 708.0
 District of Columbia,year: 2008,number of immigrants: 1492.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: El Salvador,number male: 669.0,number female: 823.0
 District of Columbia,year: 2009,number of immigrants: 2188.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Ethiopia,number male: 955.0,number female: 1233.0
 District of Columbia,year: 2010,number of immigrants: 1319.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Ethiopia,number male: 596.0,number female: 723.0
 Florida,year: 2003,number of immigrants: 35105.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 15742.0,number female: 19363.0
 Florida,year: 2004,number of immigrants: 43795.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 19069.0,number female: 24726.0
 Florida,year: 2005,number of immigrants: 42999.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 18153.0,number female: 24846.0
 Florida,year: 2006,number of immigrants: 90846.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Cuba,number male: 38857.0,number female: 51989.0
 Florida,year: 2007,number of immigrants: 54563.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Cuba,number male: 23441.0,number female: 31122.0
 Florida,year: 2008,number of immigrants: 128328.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Cuba,number male: 53135.0,number female: 75193.0
 Florida,year: 2009,number of immigrants: 82788.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Cuba,number male: 38240.0,number female: 44548.0
 Florida,year: 2010,number of immigrants: 67484.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Cuba,number male: 30479.0,number female: 37005.0
 Georgia,year: 2003,number of immigrants: 11068.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 5337.0,number female: 5731.0
 Georgia,year: 2004,number of immigrants: 6880.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 3422.0,number female: 3458.0
 Georgia,year: 2005,number of immigrants: 7903.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 3671.0,number female: 4232.0
 Georgia,year: 2006,number of immigrants: 19785.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 9069.0,number female: 10716.0
 Georgia,year: 2007,number of immigrants: 14181.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 6452.0,number female: 7729.0
 Georgia,year: 2008,number of immigrants: 20417.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 9418.0,number female: 10999.0
 Georgia,year: 2009,number of immigrants: 15408.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 7427.0,number female: 7981.0
 Georgia,year: 2010,number of immigrants: 18253.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 8775.0,number female: 9478.0
 Guam,year: 2008,number of immigrants: 998.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 440.0,number female: 558.0
 Guam,year: 2009,number of immigrants: 654.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 301.0,number female: 353.0
 Guam,year: 2010,number of immigrants: 644.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 292.0,number female: 352.0
 Hawaii,year: 2003,number of immigrants: 2287.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 955.0,number female: 1332.0
 Hawaii,year: 2004,number of immigrants: 2050.0,Occupation: Military,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 945.0,number female: 1105.0
 Hawaii,year: 2005,number of immigrants: 4663.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 1715.0,number female: 2948.0
 Hawaii,year: 2006,number of immigrants: 5276.0,Occupation: Military,Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 2226.0,number female: 3050.0
 Hawaii,year: 2007,number of immigrants: 4521.0,Occupation: Service occupations,Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 1780.0,number female: 2741.0
 Hawaii,year: 2008,number of immigrants: 5205.0,Occupation: Service occupations,Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 2092.0,number female: 3113.0
 Hawaii,year: 2009,number of immigrants: 3744.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 1538.0,number female: 2206.0
 Hawaii,year: 2010,number of immigrants: 3190.0,Occupation: Service occupations,Leading states of permanent residence: ?,Leading countries of birth: Philippines,number male: 1382.0,number female: 1808.0
 Idaho,year: 2003,number of immigrants: 56.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 20.0,number female: 36.0
 Idaho,year: 2004,number of immigrants: 864.0,Occupation: Service,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 408.0,number female: 456.0
 Idaho,year: 2005,number of immigrants: 1097.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 488.0,number female: 609.0
 Idaho,year: 2006,number of immigrants: 980.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 444.0,number female: 536.0
 Idaho,year: 2007,number of immigrants: 1261.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 554.0,number female: 707.0
 Idaho,year: 2008,number of immigrants: 2240.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 994.0,number female: 1246.0
 Idaho,year: 2009,number of immigrants: 1674.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 797.0,number female: 877.0
 Idaho,year: 2010,number of immigrants: 1102.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 513.0,number female: 589.0
 Illinois,year: 2003,number of immigrants: 23401.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 11199.0,number female: 12202.0
 Illinois,year: 2004,number of immigrants: 29432.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 13641.0,number female: 15791.0
 Illinois,year: 2005,number of immigrants: 27739.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 12882.0,number female: 14857.0
 Illinois,year: 2006,number of immigrants: 30156.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 13635.0,number female: 16521.0
 Illinois,year: 2007,number of immigrants: 38735.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 17831.0,number female: 20904.0
 Illinois,year: 2008,number of immigrants: 45224.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 20608.0,number female: 24615.0
 Illinois,year: 2009,number of immigrants: 28112.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 13887.0,number female: 14225.0
 Illinois,year: 2010,number of immigrants: 26180.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 12579.0,number female: 13601.0
 Indiana,year: 2003,number of immigrants: 2725.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 1284.0,number female: 1441.0
 Indiana,year: 2004,number of immigrants: 2455.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 1198.0,number female: 1257.0
 Indiana,year: 2005,number of immigrants: 2650.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 1264.0,number female: 1386.0
 Indiana,year: 2006,number of immigrants: 3885.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1809.0,number female: 2076.0
 Indiana,year: 2007,number of immigrants: 3652.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1672.0,number female: 1980.0
 Indiana,year: 2008,number of immigrants: 5104.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 2389.0,number female: 2715.0
 Indiana,year: 2009,number of immigrants: 4261.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 2101.0,number female: 2160.0
 Indiana,year: 2010,number of immigrants: 3866.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: India,number male: 1869.0,number female: 1997.0
 Iowa,year: 2003,number of immigrants: 1123.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 557.0,number female: 566.0
 Iowa,year: 2004,number of immigrants: 1314.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 633.0,number female: 681.0
 Iowa,year: 2005,number of immigrants: 234.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 121.0,number female: 113.0
 Iowa,year: 2006,number of immigrants: 805.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 396.0,number female: 409.0
 Iowa,year: 2007,number of immigrants: 2093.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 983.0,number female: 1110.0
 Iowa,year: 2008,number of immigrants: 3503.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1626.0,number female: 1877.0
 Iowa,year: 2009,number of immigrants: 2198.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1080.0,number female: 1118.0
 Iowa,year: 2010,number of immigrants: 1858.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 920.0,number female: 938.0
 Kansas,year: 2003,number of immigrants: 1897.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 904.0,number female: 993.0
 Kansas,year: 2004,number of immigrants: 2093.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 977.0,number female: 1116.0
 Kansas,year: 2005,number of immigrants: 1814.0,"Occupation: Operators, fabricators, laborers",Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 823.0,number female: 991.0
 Kansas,year: 2006,number of immigrants: 2509.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1197.0,number female: 1312.0
 Kansas,year: 2007,number of immigrants: 2406.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1137.0,number female: 1269.0
 Kansas,year: 2008,number of immigrants: 4072.0,"Occupation: Production, transportation, and material moving occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1837.0,number female: 2235.0
 Kansas,year: 2009,number of immigrants: 3129.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1507.0,number female: 1622.0
 Kansas,year: 2010,number of immigrants: 2492.0,"Occupation: Management, professional, and related occupations",Leading states of permanent residence: ?,Leading countries of birth: Mexico,number male: 1217.0,number female: 1275.0
 Kentucky,year: 2003,number of immigrants: 1543.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 754.0,number female: 789.0
 Kentucky,year: 2004,number of immigrants: 1307.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 678.0,number female: 629.0
 Kentucky,year: 2005,number of immigrants: 1820.0,Occupation: Military,Leading states of permanent residence: ?,Leading countries of birth: ?,number male: 870.0,number female: 950.0
